file_id,genre,original_file_name,shortened_file_name,original_duration_sec,shortened_duration_sec,original_sample_rate_hz,shortened_sample_rate_hz,original_bit_depth,shortened_bit_depth,original_channels,shortened_channels
ACTCV_220,metal,metal.00020.wav,metal.00020.wav,30.0002,2.199,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_221,metal,metal.00021.wav,metal.00021.wav,30.0002,2.069,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_222,metal,metal.00022.wav,metal.00022.wav,30.0002,2.995,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_223,metal,metal.00023.wav,metal.00023.wav,30.0002,2.834,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_224,metal,metal.00024.wav,metal.00024.wav,30.0002,2.97,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_225,metal,metal.00025.wav,metal.00025.wav,30.0002,2.876,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_226,metal,metal.00026.wav,metal.00026.wav,30.0002,2.503,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_227,metal,metal.00027.wav,metal.00027.wav,30.0002,2.37,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_228,metal,metal.00028.wav,metal.00028.wav,30.0002,2.761,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_229,metal,metal.00029.wav,metal.00029.wav,30.0002,2.025,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_230,metal,metal.00030.wav,metal.00030.wav,30.0002,2.201,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_231,metal,metal.00031.wav,metal.00031.wav,30.0002,2.806,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_232,metal,metal.00032.wav,metal.00032.wav,30.0002,2.882,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_233,metal,metal.00033.wav,metal.00033.wav,30.0002,2.019,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_234,metal,metal.00034.wav,metal.00034.wav,30.0002,2.851,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_235,metal,metal.00035.wav,metal.00035.wav,30.0002,2.229,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_236,metal,metal.00036.wav,metal.00036.wav,30.0002,2.086,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_237,metal,metal.00037.wav,metal.00037.wav,30.0002,2.706,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_238,metal,metal.00038.wav,metal.00038.wav,30.0002,2.101,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_239,metal,metal.00039.wav,metal.00039.wav,30.0002,2.309,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_240,metal,metal.00040.wav,metal.00040.wav,30.0133,2.204,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_241,metal,metal.00041.wav,metal.00041.wav,30.0133,2.489,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_242,metal,metal.00042.wav,metal.00042.wav,30.0133,2.807,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_243,metal,metal.00043.wav,metal.00043.wav,30.0133,2.634,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_244,metal,metal.00044.wav,metal.00044.wav,30.0133,2.214,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_245,metal,metal.00045.wav,metal.00045.wav,30.0133,2.699,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_246,metal,metal.00046.wav,metal.00046.wav,30.0133,2.609,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_247,metal,metal.00047.wav,metal.00047.wav,30.0133,2.584,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_248,metal,metal.00048.wav,metal.00048.wav,30.0133,2.42,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_249,metal,metal.00049.wav,metal.00049.wav,30.0133,2.272,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_250,metal,metal.00050.wav,metal.00050.wav,30.0133,2.639,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_251,reggae,reggae.00001.wav,reggae.00001.wav,30.0133,2.879,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_252,reggae,reggae.00002.wav,reggae.00002.wav,30.0133,2.969,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_253,reggae,reggae.00003.wav,reggae.00003.wav,30.0133,2.862,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_254,reggae,reggae.00004.wav,reggae.00004.wav,30.0133,2.796,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_255,reggae,reggae.00005.wav,reggae.00005.wav,30.0133,2.249,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_256,reggae,reggae.00006.wav,reggae.00006.wav,30.0133,2.252,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_257,reggae,reggae.00007.wav,reggae.00007.wav,30.0133,2.422,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_258,reggae,reggae.00008.wav,reggae.00008.wav,30.0133,2.275,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_259,reggae,reggae.00009.wav,reggae.00009.wav,30.0133,2.126,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_260,reggae,reggae.00010.wav,reggae.00010.wav,30.0133,2.443,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_261,reggae,reggae.00011.wav,reggae.00011.wav,30.0133,2.491,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_262,reggae,reggae.00012.wav,reggae.00012.wav,30.0133,2.265,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_263,reggae,reggae.00013.wav,reggae.00013.wav,30.0133,2.228,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_264,reggae,reggae.00014.wav,reggae.00014.wav,30.0133,2.996,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_265,reggae,reggae.00015.wav,reggae.00015.wav,30.0133,2.107,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_266,reggae,reggae.00016.wav,reggae.00016.wav,30.0133,2.654,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_267,reggae,reggae.00017.wav,reggae.00017.wav,30.0133,2.998,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_268,reggae,reggae.00018.wav,reggae.00018.wav,30.0133,2.107,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_269,reggae,reggae.00019.wav,reggae.00019.wav,30.0133,2.707,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_270,reggae,reggae.00020.wav,reggae.00020.wav,30.0133,2.11,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_271,reggae,reggae.00021.wav,reggae.00021.wav,30.0133,2.419,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_272,reggae,reggae.00022.wav,reggae.00022.wav,30.0133,2.538,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_273,reggae,reggae.00023.wav,reggae.00023.wav,30.0133,2.071,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_274,reggae,reggae.00024.wav,reggae.00024.wav,30.0133,2.301,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_275,reggae,reggae.00025.wav,reggae.00025.wav,30.0133,2.787,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_276,reggae,reggae.00026.wav,reggae.00026.wav,30.0133,2.536,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_277,reggae,reggae.00027.wav,reggae.00027.wav,30.0133,2.272,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_278,reggae,reggae.00028.wav,reggae.00028.wav,30.0133,2.442,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_279,reggae,reggae.00029.wav,reggae.00029.wav,30.0133,2.108,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_280,reggae,reggae.00030.wav,reggae.00030.wav,30.0133,2.475,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_281,reggae,reggae.00031.wav,reggae.00031.wav,30.0133,2.308,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_282,reggae,reggae.00032.wav,reggae.00032.wav,30.0133,2.897,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_283,reggae,reggae.00033.wav,reggae.00033.wav,30.0133,2.904,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_284,reggae,reggae.00034.wav,reggae.00034.wav,30.0133,2.627,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_285,reggae,reggae.00035.wav,reggae.00035.wav,30.0133,2.807,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_286,reggae,reggae.00036.wav,reggae.00036.wav,30.0133,2.002,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_287,reggae,reggae.00037.wav,reggae.00037.wav,30.0133,2.903,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_288,reggae,reggae.00038.wav,reggae.00038.wav,30.0133,2.72,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_289,reggae,reggae.00039.wav,reggae.00039.wav,30.0133,2.766,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_290,reggae,reggae.00040.wav,reggae.00040.wav,30.0133,2.729,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_291,reggae,reggae.00041.wav,reggae.00041.wav,30.0002,2.134,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_292,reggae,reggae.00042.wav,reggae.00042.wav,30.0002,2.385,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_293,reggae,reggae.00043.wav,reggae.00043.wav,30.0002,2.027,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_294,reggae,reggae.00044.wav,reggae.00044.wav,30.0002,2.219,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_295,reggae,reggae.00045.wav,reggae.00045.wav,30.0002,2.622,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_296,reggae,reggae.00046.wav,reggae.00046.wav,30.0002,2.971,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_297,reggae,reggae.00047.wav,reggae.00047.wav,30.0002,2.664,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_298,reggae,reggae.00048.wav,reggae.00048.wav,30.0002,2.097,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_299,reggae,reggae.00049.wav,reggae.00049.wav,30.0002,2.892,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_300,reggae,reggae.00050.wav,reggae.00050.wav,30.0002,2.682,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_301,classical,classical.00001.wav,classical.00001.wav,30.0133,2.995,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_302,classical,classical.00002.wav,classical.00002.wav,30.0133,2.37,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_303,classical,classical.00003.wav,classical.00003.wav,30.0133,2.936,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_304,classical,classical.00004.wav,classical.00004.wav,30.0133,2.846,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_305,classical,classical.00005.wav,classical.00005.wav,30.0133,2.316,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_306,classical,classical.00006.wav,classical.00006.wav,30.0133,2.071,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_307,classical,classical.00007.wav,classical.00007.wav,30.0133,2.093,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_308,classical,classical.00008.wav,classical.00008.wav,30.0133,2.379,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_309,classical,classical.00009.wav,classical.00009.wav,30.0133,2.073,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_310,classical,classical.00010.wav,classical.00010.wav,30.0133,2.595,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_311,classical,classical.00011.wav,classical.00011.wav,30.0133,2.424,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_312,classical,classical.00012.wav,classical.00012.wav,30.0133,2.957,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_313,classical,classical.00013.wav,classical.00013.wav,30.0133,2.265,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_314,classical,classical.00014.wav,classical.00014.wav,30.0133,2.112,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_315,classical,classical.00015.wav,classical.00015.wav,30.0133,2.763,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_316,classical,classical.00016.wav,classical.00016.wav,30.0133,2.806,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_317,classical,classical.00017.wav,classical.00017.wav,30.0133,2.338,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_318,classical,classical.00018.wav,classical.00018.wav,30.0133,2.019,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_319,classical,classical.00019.wav,classical.00019.wav,30.0133,2.849,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_320,classical,classical.00020.wav,classical.00020.wav,30.0133,2.107,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_321,classical,classical.00021.wav,classical.00021.wav,30.0133,2.163,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_322,classical,classical.00022.wav,classical.00022.wav,30.0133,2.438,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_323,classical,classical.00023.wav,classical.00023.wav,30.0133,2.876,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_324,classical,classical.00024.wav,classical.00024.wav,30.0133,2.55,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_325,classical,classical.00025.wav,classical.00025.wav,30.0133,2.171,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_326,classical,classical.00026.wav,classical.00026.wav,30.0133,2.155,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_327,classical,classical.00027.wav,classical.00027.wav,30.0133,2.718,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_328,classical,classical.00028.wav,classical.00028.wav,30.0133,2.585,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_329,classical,classical.00029.wav,classical.00029.wav,30.0133,2.475,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_330,classical,classical.00030.wav,classical.00030.wav,30.0133,2.101,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_331,classical,classical.00031.wav,classical.00031.wav,30.0133,2.308,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_332,classical,classical.00032.wav,classical.00032.wav,30.0133,2.542,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_333,classical,classical.00033.wav,classical.00033.wav,30.0133,2.834,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_334,classical,classical.00034.wav,classical.00034.wav,30.0133,2.057,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_335,classical,classical.00035.wav,classical.00035.wav,30.0133,2.201,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_336,classical,classical.00036.wav,classical.00036.wav,30.0133,2.969,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_337,classical,classical.00037.wav,classical.00037.wav,30.0133,2.612,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_338,classical,classical.00038.wav,classical.00038.wav,30.0133,2.729,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_339,classical,classical.00039.wav,classical.00039.wav,30.0133,2.847,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_340,classical,classical.00040.wav,classical.00040.wav,30.0133,2.556,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_341,classical,classical.00041.wav,classical.00041.wav,30.0133,2.265,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_342,classical,classical.00042.wav,classical.00042.wav,30.371,2.214,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_343,classical,classical.00043.wav,classical.00043.wav,30.008,2.073,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_344,classical,classical.00044.wav,classical.00044.wav,30.0133,2.881,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_345,classical,classical.00045.wav,classical.00045.wav,30.1714,2.422,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_346,classical,classical.00046.wav,classical.00046.wav,30.0118,2.913,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_347,classical,classical.00047.wav,classical.00047.wav,30.0133,2.489,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_348,classical,classical.00048.wav,classical.00048.wav,30.0916,2.157,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_349,classical,classical.00049.wav,classical.00049.wav,29.9958,2.779,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_350,classical,classical.00050.wav,classical.00050.wav,30.0133,2.379,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_351,country,country.00001.wav,country.00001.wav,30.0118,2.086,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_352,country,country.00002.wav,country.00002.wav,30.371,2.443,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_353,country,country.00003.wav,country.00003.wav,29.9958,2.998,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_354,country,country.00004.wav,country.00004.wav,29.9958,2.239,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_355,country,country.00005.wav,country.00005.wav,30.2413,2.315,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_356,country,country.00006.wav,country.00006.wav,30.3311,2.503,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_357,country,country.00007.wav,country.00007.wav,29.9819,2.523,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_358,country,country.00008.wav,country.00008.wav,30.1016,2.862,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_359,country,country.00009.wav,country.00009.wav,30.0816,2.634,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_360,country,country.00010.wav,country.00010.wav,30.0133,2.89,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_361,country,country.00011.wav,country.00011.wav,30.0133,2.648,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_362,country,country.00012.wav,country.00012.wav,30.0133,2.455,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_363,country,country.00013.wav,country.00013.wav,30.0133,2.639,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_364,country,country.00014.wav,country.00014.wav,30.0133,2.148,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_365,country,country.00015.wav,country.00015.wav,30.0133,2.636,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_366,country,country.00016.wav,country.00016.wav,30.0133,2.403,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_367,country,country.00017.wav,country.00017.wav,30.0133,2.454,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_368,country,country.00018.wav,country.00018.wav,30.0133,2.654,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_369,country,country.00019.wav,country.00019.wav,30.0133,2.11,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_370,country,country.00020.wav,country.00020.wav,30.0133,2.736,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_371,country,country.00021.wav,country.00021.wav,30.0133,2.971,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_372,country,country.00022.wav,country.00022.wav,30.0133,2.65,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_373,country,country.00023.wav,country.00023.wav,30.0133,2.075,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_374,country,country.00024.wav,country.00024.wav,30.0133,2.655,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_375,country,country.00025.wav,country.00025.wav,30.0133,2.876,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_376,country,country.00026.wav,country.00026.wav,30.0133,2.766,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_377,country,country.00027.wav,country.00027.wav,30.0133,2.25,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_378,country,country.00028.wav,country.00028.wav,30.0133,2.996,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_379,country,country.00029.wav,country.00029.wav,30.0133,2.011,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_380,country,country.00030.wav,country.00030.wav,30.0133,2.097,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_381,country,country.00031.wav,country.00031.wav,30.0133,2.843,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_382,country,country.00032.wav,country.00032.wav,30.0133,2.501,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_383,country,country.00033.wav,country.00033.wav,30.0133,2.423,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_384,country,country.00034.wav,country.00034.wav,30.0133,2.23,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_385,country,country.00035.wav,country.00035.wav,30.0133,2.091,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_386,country,country.00036.wav,country.00036.wav,30.0133,2.267,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_387,country,country.00037.wav,country.00037.wav,30.0133,2.399,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_388,country,country.00038.wav,country.00038.wav,30.0133,2.999,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_389,country,country.00039.wav,country.00039.wav,30.0133,2.229,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_390,country,country.00040.wav,country.00040.wav,30.0133,2.817,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_391,country,country.00041.wav,country.00041.wav,30.0133,2.204,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_392,country,country.00042.wav,country.00042.wav,30.0133,2.428,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_393,country,country.00043.wav,country.00043.wav,30.0133,2.915,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_394,country,country.00044.wav,country.00044.wav,30.0133,2.807,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_395,country,country.00045.wav,country.00045.wav,30.0133,2.001,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_396,country,country.00046.wav,country.00046.wav,30.0133,2.637,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_397,country,country.00047.wav,country.00047.wav,30.0133,2.064,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_398,country,country.00048.wav,country.00048.wav,30.0133,2.298,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_399,country,country.00049.wav,country.00049.wav,30.0133,2.829,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_400,country,country.00050.wav,country.00050.wav,30.0133,2.792,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_401,pop,pop.00001.wav,pop.00001.wav,30.0002,2.984,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_402,pop,pop.00002.wav,pop.00002.wav,30.0002,2.272,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_403,pop,pop.00003.wav,pop.00003.wav,30.0002,2.957,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_404,pop,pop.00004.wav,pop.00004.wav,30.0002,2.741,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_405,pop,pop.00005.wav,pop.00005.wav,30.0002,2.561,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_406,pop,pop.00006.wav,pop.00006.wav,30.0002,2.22,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_407,pop,pop.00007.wav,pop.00007.wav,30.0002,2.08,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_408,pop,pop.00008.wav,pop.00008.wav,30.0002,2.672,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_409,pop,pop.00009.wav,pop.00009.wav,30.0002,2.486,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_410,pop,pop.00010.wav,pop.00010.wav,30.0002,2.424,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_411,pop,pop.00011.wav,pop.00011.wav,30.0002,2.275,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_412,pop,pop.00012.wav,pop.00012.wav,30.0002,2.809,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_413,pop,pop.00013.wav,pop.00013.wav,30.0002,2.419,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_414,pop,pop.00014.wav,pop.00014.wav,30.0002,2.238,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_415,pop,pop.00015.wav,pop.00015.wav,30.0002,2.473,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_416,pop,pop.00016.wav,pop.00016.wav,30.0002,2.705,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_417,pop,pop.00017.wav,pop.00017.wav,30.0002,2.807,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_418,pop,pop.00018.wav,pop.00018.wav,30.0002,2.401,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_419,pop,pop.00019.wav,pop.00019.wav,30.0002,2.34,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_420,pop,pop.00020.wav,pop.00020.wav,30.0002,2.134,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_421,pop,pop.00021.wav,pop.00021.wav,30.0002,2.229,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_422,pop,pop.00022.wav,pop.00022.wav,30.0002,2.904,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_423,pop,pop.00023.wav,pop.00023.wav,30.0002,2.211,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_424,pop,pop.00024.wav,pop.00024.wav,30.0002,2.069,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_425,pop,pop.00025.wav,pop.00025.wav,30.0002,2.835,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_426,pop,pop.00026.wav,pop.00026.wav,30.0002,2.595,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_427,pop,pop.00027.wav,pop.00027.wav,30.0002,2.219,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_428,pop,pop.00028.wav,pop.00028.wav,30.0002,2.37,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_429,pop,pop.00029.wav,pop.00029.wav,30.0002,2.878,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_430,pop,pop.00030.wav,pop.00030.wav,30.0002,2.121,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_431,pop,pop.00031.wav,pop.00031.wav,30.0002,2.969,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_432,pop,pop.00032.wav,pop.00032.wav,30.0002,2.609,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_433,pop,pop.00033.wav,pop.00033.wav,30.0002,2.892,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_434,pop,pop.00034.wav,pop.00034.wav,30.0002,2.228,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_435,pop,pop.00035.wav,pop.00035.wav,30.0002,2.422,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_436,pop,pop.00036.wav,pop.00036.wav,30.0002,2.235,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_437,pop,pop.00037.wav,pop.00037.wav,30.0002,2.027,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_438,pop,pop.00038.wav,pop.00038.wav,30.0002,2.08,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_439,pop,pop.00039.wav,pop.00039.wav,30.0002,2.539,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_440,pop,pop.00040.wav,pop.00040.wav,30.0002,2.862,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_441,pop,pop.00041.wav,pop.00041.wav,30.0002,2.99,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_442,pop,pop.00042.wav,pop.00042.wav,30.0002,2.265,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_443,pop,pop.00043.wav,pop.00043.wav,30.0002,2.265,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_444,pop,pop.00044.wav,pop.00044.wav,30.0002,2.998,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_445,pop,pop.00045.wav,pop.00045.wav,30.0002,2.682,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_446,pop,pop.00046.wav,pop.00046.wav,30.0002,2.879,22050,22050,16,16,1 (mono),1 (mono)
ACTCV_447,pop,pop.00047.wav,pop.00047.wav,30.0002,2.536,22050,22050,16,16,1 (mono),1 (mono)
